,RV_1d,RV_5d,RV_22d,log_return,abs_return,return_5d,return_22d,vol_5d,vol_22d,parkinson_vol,volume_zscore,rsi_14,vix_level,slope_3m_spot,slope_6m_3m,curvature,contango_flag,vix_1d_change,vix_zscore_20d,vix_ma_ratio,vix_momentum_5d,vix_momentum_22d,vix_acceleration,term_slope_change_5d,fwd_rv_22d,spike_label
2008-01-02,0.2308642855484779,0.1536823390753362,0.17364243689061995,-0.014543083003997034,0.014543083003997034,-0.03293789876072262,-0.015349819675270937,0.12405141090339103,0.17736113357693273,0.19435441252936494,0.18331905872175386,40.700298008658784,23.170000076293945,0.43000030517578125,0.7600002288818324,0.32999992370605113,1,0.029777781168619732,0.8694268969414879,1.0354536020837282,0.24569890328481314,-0.03337502127565084,0.487134464694826,-2.1099987030029332,0.2375785729214923,0
2008-01-03,0.0,0.15357516668920151,0.17165502839898777,0.0,0.0,-0.03371926795633584,-0.022941774668626125,0.12106665612852005,0.17485637327571832,0.08591934791308949,0.2210255497109928,37.27984575616811,22.489999771118164,0.31999969482421875,0.9400005340576172,0.6200008392333984,1,-0.029348308283844715,0.5409472522602772,1.0013134073205743,0.20525187325964667,-0.016615699788840588,0.38104691078319375,-1.9500007629394531,0.26183238942930664,0
2008-01-04,0.3946080438626053,0.2104729651759849,0.19011589444246046,-0.02485797022395527,0.02485797022395527,-0.0437860376443614,-0.04128579973661228,0.17353587399524387,0.19208219010660185,0.21918439082101002,1.0935639231814251,29.655524863665477,23.940000534057617,-0.25,0.8099994659423828,1.0599994659423828,0,0.06447313373482366,1.2942697230101392,1.0597218881229205,0.18163870995073927,0.013977124742697855,0.24713686752940578,-2.0399990081787074,0.2492971532186027,0
2008-01-07,0.05108536058095714,0.2114403279384414,0.18912822413823774,0.003218075231744636,0.003218075231744636,-0.042144307323690344,-0.031863756319693515,0.18034221749028032,0.1920958552980023,0.13771359217105397,1.0801331872135476,35.01941017100026,23.790000915527344,-0.5700016021728551,1.0,1.5700016021728551,0,-0.006265648086217879,1.0966741656151267,1.0475792474891832,0.14705888033116143,0.0,0.13928434932993383,-2.390001296997074,0.2504739030615093,0
2008-01-08,0.29403965904701534,0.2441650514635755,0.1926032927941523,-0.018522757462586335,0.018522757462586335,-0.05323629404583419,-0.06385146748899029,0.1918657735109627,0.19101796940200394,0.2840086128014731,1.5236617576325877,34.23865481674268,25.43000030517578,0.05999946594238281,-0.3099994659423828,-0.3699989318847656,1,0.06893649964418613,1.7178801871344642,1.1144384841177346,0.13022223578559022,0.12871724501318926,-0.08796947165706648,-0.75,0.24292072248987395,0
2008-01-09,0.21481558413388951,0.24121785946568194,0.19142101969344347,0.013532109841889144,0.013532109841889144,-0.026279076535189128,-0.06515448615737651,0.2525803408389049,0.18950173426862488,0.20853863371274556,1.958228249861725,37.71372420998504,24.1200008392334,0.37999916076660156,-0.020000457763671875,-0.39999961853027344,1,-0.05151393827060857,0.9615150143534084,1.052118885436264,0.04100132757062158,0.1507634490834353,-0.20469757571419156,-0.05000114440917969,0.23939061042594384,0
2008-01-10,0.12567390528685,0.24767890870886666,0.193193272063445,0.007916711897125965,0.007916711897125965,-0.018539814181787073,-0.0560459347688963,0.2688278971336053,0.1930968124751525,0.22805547059344894,1.5732097537248526,41.65772590717278,23.450000762939453,0.5,0.6199989318847656,0.11999893188476562,1,-0.02777777997437414,0.6354725430627592,1.0197795499198041,0.04268568259632133,0.12470025582255895,-0.16256619066332534,0.18000030517578125,0.23914496944269023,0
2008-01-11,0.21730060319556105,0.19911215581383193,0.19705017796182706,-0.013688651328566238,0.013688651328566238,-0.007516123428138122,-0.07581990578113218,0.22099745596404097,0.1930974872186772,0.16989853543956568,0.8387904437347277,35.79328343712238,23.68000030517578,0.8199996948242188,0.45999908447265625,-0.3600006103515625,1,0.009808082505473603,0.7097586371590966,1.0270571253458223,-0.010860493863062093,0.1417550899953126,-0.19249920381380137,1.0699996948242188,0.23903009809001458,0
2008-01-14,0.17163480836384096,0.21216835124050165,0.18073009136456417,0.010811976648879808,0.010811976648879808,4.939081642851839e-05,-0.04155248089845198,0.23721136323868328,0.18230824191551387,0.10125828492708241,0.0697198132434436,32.85235204148019,22.899999618530277,0.7700004577636683,0.7399997711181641,-0.03000068664550426,1,-0.03293921776153941,0.31963333811496947,0.9901061270395348,-0.037410729833817546,-0.029249704518629183,-0.18446961016497898,1.3400020599365234,0.2405987934093937,0
2008-01-15,0.40068687504692735,0.2446089520368996,0.1988575739640778,-0.025240900594804327,0.025240900594804327,-0.006646566745424964,-0.07106197208195497,0.2724547184797956,0.1961213726839131,0.2135909207660127,0.9530539857368577,24.0099238352239,23.34000015258789,1.0499992370605504,0.5100002288818359,-0.5399990081787145,1,0.019213997440487907,0.5319856979197187,1.005622703019663,-0.08218639903683023,0.03871832958696797,-0.21240863482242045,0.9899997711181676,0.224940182534256,0
2008-01-16,0.08933991616164556,0.22847476119516438,0.19972477722031778,-0.005627885721787485,0.005627885721787485,-0.025498040341512374,-0.07740480133977912,0.23842216696575133,0.19557388070811096,0.1917673936457203,1.5768328686432949,22.794434313727052,24.3799991607666,-0.019998550415042615,0.2799987792968821,0.2999973297119247,0,0.04455865472920317,1.0460909480930236,1.049361866214734,0.010779366189336503,0.08067374724772369,-0.03022196138128508,-0.3999977111816442,0.22415283748544929,0
2008-01-17,0.4686817728108302,0.3049171219236439,0.21835766111705876,-0.02952417654491263,0.02952417654491263,-0.06130966659083448,-0.09176058833909362,0.2564754791727033,0.21189079659335003,0.3312676149958653,1.3158859318344058,21.083705763711805,28.459999084472656,-2.019998550415039,0.07999992370605469,2.0999984741210938,0,0.16735028975192812,2.3964317119789844,1.2190089615253357,0.2136459769097765,0.22303388588793194,0.17096029431345516,-2.519998550415039,0.20260831312126978,0
2008-01-18,0.09625935392251694,0.29220491689203903,0.21325435947276777,-0.006063769329588801,0.006063769329588801,-0.05412490690202343,-0.08348439101571292,0.2602225445575584,0.2085610937069903,0.27047489092193033,1.693558234083137,19.720319579654756,27.18000030517578,-1.1900005340576172,0.12000083923339488,1.310001373291012,0,-0.04497536263081692,1.6367471258795832,1.158584248276557,0.14780405214923076,0.10848286287734887,0.15866454601229285,-2.010000228881836,0.20627691423042407,0
